"TL","Territory Level and Typology","REG_ID","Region","VAR","Indicator","SEX","Gender","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"1","Country","IRL","Ireland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,55.83,,
"1","Country","IRL","Ireland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,56.8,,
"1","Country","IRL","Ireland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,57.74,,
"1","Country","IRL","Ireland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,58.68,,
"1","Country","IRL","Ireland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,59.89,,
"1","Country","IRL","Ireland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,61.29,,
"1","Country","IRL","Ireland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,63.22,,
"1","Country","IRL","Ireland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,64.93,,
"1","Country","IRL","Ireland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,65.86,,
"1","Country","IRL","Ireland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,66.27,,
"1","Country","IRL","Ireland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,66.58,,
"1","Country","IRL","Ireland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,66.85,,
"1","Country","IRL","Ireland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,67.14,,
"1","Country","IRL","Ireland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,67.55,,
"1","Country","NLD","Netherlands","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,467.62,,
"1","Country","NLD","Netherlands","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,471.08,,
"1","Country","NLD","Netherlands","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,473.63,,
"1","Country","NLD","Netherlands","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,475.55,,
"1","Country","NLD","Netherlands","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,476.94,,
"1","Country","NLD","Netherlands","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,477.78,,
"1","Country","NLD","Netherlands","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,478.47,,
"1","Country","NLD","Netherlands","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,479.86,,
"1","Country","NLD","Netherlands","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,482.21,,
"1","Country","NLD","Netherlands","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,484.82,,
"1","Country","NLD","Netherlands","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,487.18,,
"1","Country","NLD","Netherlands","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,489.36,,
"1","Country","NLD","Netherlands","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,490.8,,
"1","Country","NLD","Netherlands","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,492.26,,
"1","Country","NZL","New Zealand","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,14.65,,
"1","Country","NZL","New Zealand","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,14.9,,
"1","Country","NZL","New Zealand","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,15.2,,
"1","Country","NZL","New Zealand","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,15.43,,
"1","Country","NZL","New Zealand","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,15.6,,
"1","Country","NZL","New Zealand","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,15.79,,
"1","Country","NZL","New Zealand","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,15.94,,
"1","Country","NZL","New Zealand","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,16.08,,
"1","Country","NZL","New Zealand","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,16.24,,
"1","Country","NZL","New Zealand","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,16.42,,
"1","Country","NZL","New Zealand","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,16.55,,
"1","Country","NZL","New Zealand","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,16.64,,
"1","Country","NZL","New Zealand","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,16.77,,
"1","Country","NZL","New Zealand","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,17.02,,
"1","Country","NOR","Norway","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,14.57,,
"1","Country","NOR","Norway","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,14.63,,
"1","Country","NOR","Norway","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,14.72,,
"1","Country","NOR","Norway","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,14.81,,
"1","Country","NOR","Norway","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,14.9,,
"1","Country","NOR","Norway","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,15.01,,
"1","Country","NOR","Norway","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,15.14,,
"1","Country","NOR","Norway","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,15.32,,
"1","Country","NOR","Norway","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,15.52,,
"1","Country","NOR","Norway","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,15.71,,
"1","Country","NOR","Norway","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,15.92,,
"1","Country","NOR","Norway","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,16.13,,
"1","Country","NOR","Norway","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,16.34,,
"1","Country","NOR","Norway","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,16.52,,
"1","Country","POL","Poland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,124.51,,
"1","Country","POL","Poland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,124.47,,
"1","Country","POL","Poland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,124.39,,
"1","Country","POL","Poland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,124.3,,
"1","Country","POL","Poland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,124.25,,
"1","Country","POL","Poland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,124.19,,
"1","Country","POL","Poland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,124.09,,
"1","Country","POL","Poland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,124.06,,
"1","Country","POL","Poland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,124.13,,
"1","Country","POL","Poland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,123.76,"B","Break"
"1","Country","POL","Poland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,123.89,,
"1","Country","POL","Poland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,123.89,,
"1","Country","POL","Poland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,123.89,,
"1","Country","POL","Poland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,123.74,,
"1","Country","USA","US","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,31.1,,
"1","Country","USA","US","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,31.39,,
"1","Country","USA","US","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,31.66,,
"1","Country","USA","US","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,31.96,,
"1","Country","USA","US","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,32.25,,
"1","Country","USA","US","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,32.57,,
"1","Country","USA","US","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,32.88,,
"1","Country","USA","US","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,33.19,,
"1","Country","USA","US","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,33.48,,
"1","Country","USA","US","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,33.76,,
